date,year,total_bursts,total_raw_groups,total_samples,bursts_h00,bursts_h01,bursts_h02,bursts_h03,bursts_h04,bursts_h05,bursts_h06,bursts_h07,bursts_h08,bursts_h09,bursts_h10,bursts_h11,bursts_h12,bursts_h13,bursts_h14,bursts_h15,bursts_h16,bursts_h17,bursts_h18,bursts_h19,bursts_h20,bursts_h21,bursts_h22,bursts_h23,raw_h00,raw_h01,raw_h02,raw_h03,raw_h04,raw_h05,raw_h06,raw_h07,raw_h08,raw_h09,raw_h10,raw_h11,raw_h12,raw_h13,raw_h14,raw_h15,raw_h16,raw_h17,raw_h18,raw_h19,raw_h20,raw_h21,raw_h22,raw_h23,samples_h00,samples_h01,samples_h02,samples_h03,samples_h04,samples_h05,samples_h06,samples_h07,samples_h08,samples_h09,samples_h10,samples_h11,samples_h12,samples_h13,samples_h14,samples_h15,samples_h16,samples_h17,samples_h18,samples_h19,samples_h20,samples_h21,samples_h22,samples_h23
1994-10-12,1994,24,130,291072,0,0,0,0,0,0,0,0,4,3,4,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,15,27,39,8,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36306,36345,36345,36343,36342,36345,36345,36342,359,0,0,0,0,0,0,0,0
1994-10-15,1994,7,41,291072,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,4,2,14,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36306,36344,36345,36343,36342,36346,36344,36342,360,0,0,0,0,0,0,0,0
1994-10-16,1994,5,89,291072,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,7,13,17,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36305,36345,36345,36343,36342,36345,36344,36343,360,0,0,0,0,0,0,0,0
1994-10-17,1994,32,85,291072,0,0,0,0,0,0,0,0,0,0,0,1,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,2,2,11,4,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36305,36344,36345,36343,36343,36345,36345,36342,360,0,0,0,0,0,0,0,0
1994-10-18,1994,10,104,291072,0,0,0,0,0,0,0,0,0,0,1,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,7,3,12,28,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36304,36344,36345,36344,36342,36345,36345,36342,361,0,0,0,0,0,0,0,0
1994-10-19,1994,4,51,291072,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,3,6,4,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36303,36344,36345,36343,36343,36345,36345,36342,362,0,0,0,0,0,0,0,0
1994-10-25,1994,69,138,291072,0,0,0,0,0,0,0,3,1,3,51,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,7,82,7,7,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36303,36344,36345,36343,36342,36345,36345,36342,363,0,0,0,0,0,0,0,0
1995-03-02,1995,26,114,291072,0,0,0,0,0,0,0,0,0,1,17,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,14,28,19,7,7,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36276,36344,36345,36343,36343,36345,36344,36342,390,0,0,0,0,0,0,0,0
1995-03-03,1995,3,13,36286,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36273,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-03-28,1995,13,102,291072,0,0,0,0,0,0,0,2,0,1,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,30,3,22,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36278,36343,36346,36343,36342,36345,36344,36342,389,0,0,0,0,0,0,0,0
1995-03-29,1995,9,49,291072,0,0,0,0,0,0,0,1,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,8,9,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36302,36344,36345,36343,36342,36346,36344,36342,364,0,0,0,0,0,0,0,0
1995-03-30,1995,6,64,291072,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,9,9,9,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36273,36344,36345,36344,36342,36345,36345,36342,392,0,0,0,0,0,0,0,0
1995-03-31,1995,5,29,291072,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36305,36344,36346,36342,36342,36346,36344,36342,361,0,0,0,0,0,0,0,0
1995-10-13,1995,11,44,291072,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36305,36344,36345,36343,36342,36345,36344,36342,362,0,0,0,0,0,0,0,0
1995-10-17,1995,34,91,291072,0,0,0,0,0,0,0,2,3,1,1,0,2,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,2,1,22,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36303,36344,36343,36343,36342,36345,36344,36343,365,0,0,0,0,0,0,0,0
1995-10-18,1995,92,244,291072,0,0,0,0,0,0,0,1,6,8,1,0,3,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,16,3,4,35,62,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36276,36344,36345,36343,36342,36345,36345,36342,390,0,0,0,0,0,0,0,0
1996-07-08,1996,47,166,262726,0,0,0,0,0,0,0,2,20,9,8,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,59,19,31,5,20,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36301,36345,36344,36343,36342,36345,36344,8362,0,0,0,0,0,0,0,0,0
1996-08-13,1996,111,366,467198,0,0,0,0,4,38,1,7,4,3,1,1,0,1,2,5,35,9,0,0,0,0,0,0,0,0,0,0,12,118,8,15,17,15,1,1,3,7,8,28,101,32,0,0,0,0,0,0,0,0,0,0,15739,36345,36344,36342,36343,36345,36343,36342,36345,36344,36342,36342,36345,15337,0,0,0,0,0,0
1996-08-14,1996,163,536,467197,0,0,0,0,1,37,2,3,16,1,1,1,3,18,16,38,23,3,0,0,0,0,0,0,0,0,0,0,2,100,9,10,39,6,1,1,19,76,70,115,71,17,0,0,0,0,0,0,0,0,0,0,15717,36342,36343,36345,36342,36344,36344,36343,36342,36345,36344,36342,36343,15361,0,0,0,0,0,0
1996-08-15,1996,505,989,467198,0,0,0,0,0,24,1,5,8,4,2,1,439,6,2,8,4,1,0,0,0,0,0,0,0,0,0,0,5,78,5,16,22,11,2,2,791,17,4,24,6,6,0,0,0,0,0,0,0,0,0,0,15746,36343,36345,36342,36341,36344,36344,36342,36341,36343,36345,36345,36342,15335,0,0,0,0,0,0
1996-08-16,1996,39,170,467199,0,0,0,0,0,4,3,5,3,4,0,0,3,4,4,2,5,2,0,0,0,0,0,0,0,0,0,0,10,41,13,14,16,12,1,1,8,14,12,5,7,16,0,0,0,0,0,0,0,0,0,0,15746,36345,36343,36342,36344,36345,36342,36342,36345,36344,36341,36343,36345,15332,0,0,0,0,0,0
1996-08-19,1996,480,950,467198,0,0,0,0,1,132,1,1,1,2,1,0,307,3,0,2,23,6,0,0,0,0,0,0,0,0,0,0,3,260,5,17,8,8,1,9,540,15,4,10,58,12,0,0,0,0,0,0,0,0,0,0,15739,36342,36344,36344,36342,36342,36345,36344,36341,36341,36344,36345,36344,15341,0,0,0,0,0,0
1996-08-22,1996,49,135,419428,0,0,0,0,4,13,19,6,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,8,30,37,23,0,0,0,0,0,14,7,14,2,0,0,0,0,0,0,0,0,0,0,0,6644,36344,36345,36341,36342,36344,36344,36343,36345,36344,36342,36344,13006,0,0,0,0,0,0,0
1996-12-18,1996,2,7,211199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36282,36344,36342,36341,36344,29546,0,0,0,0,0,0,0,0,0,0
1996-12-19,1996,2,10,211199,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36298,36344,36344,36342,36342,29529,0,0,0,0,0,0,0,0,0,0
1996-12-20,1996,3,5,211199,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36275,36344,36344,36342,36343,29551,0,0,0,0,0,0,0,0,0,0
1996-12-21,1996,3,7,211199,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36284,36344,36342,36341,36344,29544,0,0,0,0,0,0,0,0,0,0
1996-12-22,1996,1,6,211199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36300,36344,36344,36342,36342,29527,0,0,0,0,0,0,0,0,0,0
1996-12-23,1996,0,5,211199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36304,36345,36343,36341,36344,29522,0,0,0,0,0,0,0,0,0,0
1996-12-24,1996,1,9,211200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36280,36345,36341,36341,36344,29549,0,0,0,0,0,0,0,0,0,0
1996-12-25,1996,3,7,211199,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36286,36344,36344,36342,36342,29541,0,0,0,0,0,0,0,0,0,0
1997-02-27,1997,19,158,311552,0,0,0,0,0,0,0,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,1,1,1,1,3,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4839,36341,36344,36345,36341,36342,36345,36343,36341,15971,0,0,0,0,0,0,0,0
1997-02-28,1997,19,160,311552,0,0,0,0,0,0,0,11,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,1,7,1,1,3,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4846,36342,36342,36345,36342,36341,36344,36344,36340,15966,0,0,0,0,0,0,0,0
1997-03-01,1997,13,71,101702,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18144,36342,36344,10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-03-03,1997,18,114,336128,0,0,0,0,0,0,0,10,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,1,5,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18158,36344,36344,36342,36343,36344,36342,36341,36344,27226,0,0,0,0,0,0,0,0
1997-03-04,1997,579,1172,336128,0,0,0,0,0,0,0,18,1,1,1,1,1,1,299,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1,1,1,1,1,3,615,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18149,36344,36343,36340,36344,36344,36341,36340,36341,27242,0,0,0,0,0,0,0,0
1997-03-05,1997,88,253,336128,0,0,0,0,0,0,0,18,0,1,0,31,20,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,1,1,1,61,29,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18139,36343,36344,36343,36342,36343,36345,36341,36342,27246,0,0,0,0,0,0,0,0
1997-04-03,1997,9,58,413952,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,12,2,3,1,1,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25422,36343,36344,36343,36341,36344,36344,36341,36342,36344,36343,25101,0,0,0,0,0,0,0
1997-04-07,1997,917,1231,413948,0,0,0,0,0,0,1,1,1,1,0,0,1,32,832,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,50,1048,123,1,0,0,0,0,0,0,0,0,0,0,0,0,25423,36342,36345,36342,36342,36345,36343,36341,36344,36344,36342,25095,0,0,0,0,0,0,0
1997-04-08,1997,3,7,215296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23837,36342,36344,36343,36342,36343,9745,0,0,0,0,0,0,0
1997-04-15,1997,75,139,440576,0,0,0,0,1,0,63,0,4,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,92,2,16,5,2,1,1,3,7,4,2,1,0,0,0,0,0,0,0,0,0,0,3614,36342,36343,36344,36340,36341,36345,36342,36342,36345,36343,36342,36343,850,0,0,0,0,0,0
1997-05-12,1997,3,9,143616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4656,36342,36344,36344,29930,0,0,0,0,0,0
1997-05-16,1997,3,21,504064,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2415,36342,36345,36343,36341,36343,36345,36341,36342,36344,36343,36341,36342,36344,29193,0,0,0,0,0,0
1997-05-17,1997,7,19,504064,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2398,36342,36345,36343,36341,36343,36344,36342,36341,36345,36343,36340,36343,36344,29210,0,0,0,0,0,0
1997-05-18,1997,46,181,504064,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,12,27,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,1,1,1,9,65,93,0,0,0,0,0,0,0,0,0,2395,36341,36343,36344,36342,36343,36345,36342,36341,36345,36343,36341,36342,36344,29213,0,0,0,0,0,0
1997-05-25,1997,10,23,518400,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,2,2,1,1,4,1,2,1,1,0,0,0,0,0,0,0,0,9074,36343,36344,36342,36343,36345,36341,36342,36344,36343,36341,36343,36345,36341,36341,528,0,0,0,0,0
1997-05-26,1997,1,1,53504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,36341,8078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-05-27,1997,692,1190,322816,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,2,1,2,1,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17870,36343,36344,36343,36341,36343,36345,36342,36341,14204,0,0,0,0,0
1997-05-28,1997,12,21,518400,0,0,0,0,0,0,1,1,1,0,1,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,6,1,1,1,1,3,1,0,0,0,0,0,0,0,0,9076,36343,36344,36344,36341,36342,36344,36343,36341,36344,36344,36342,36341,36345,36342,524,0,0,0,0,0
1997-06-04,1997,6,77,532736,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9,7,12,11,1,12,5,2,2,1,1,1,2,6,4,1,0,0,0,0,0,0,0,0,15133,36341,36344,36343,36343,36343,36344,36342,36342,36344,36343,36341,36343,36345,36342,8803,0,0,0,0,0
1997-06-05,1997,8,82,532736,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,11,3,2,3,4,5,8,3,2,4,4,7,11,9,4,2,0,0,0,0,0,0,0,0,15121,36343,36344,36341,36341,36344,36344,36341,36344,36344,36342,36342,36344,36343,36341,8817,0,0,0,0,0
1997-06-06,1997,6,53,532736,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8,7,3,1,2,3,1,2,5,2,0,4,4,5,4,2,0,0,0,0,0,0,0,0,15122,36341,36343,36344,36341,36342,36344,36343,36340,36340,36343,36344,36343,36341,36344,8821,0,0,0,0,0
1997-07-24,1997,32,68,507136,0,0,0,0,1,0,1,1,1,1,0,1,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,1,1,1,2,5,2,1,35,3,1,1,2,1,0,0,0,0,0,0,0,0,0,34510,36344,36345,36341,36343,36344,36343,36341,36344,36344,36341,36341,36345,36342,168,0,0,0,0,0
1997-08-03,1997,4,16,488704,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,25412,36343,36344,36342,36342,36344,36343,36342,36342,36345,36341,36341,36344,27179,0,0,0,0,0,0
1997-08-20,1997,9,17,467200,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,15727,36344,36344,36341,36342,36344,36340,36341,36341,36343,36344,36342,36342,15365,0,0,0,0,0,0
1997-08-21,1997,4,14,443648,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6639,36343,36343,36341,36343,36345,36341,36340,36345,36343,36341,36341,36342,901,0,0,0,0,0,0
1997-08-22,1997,10,14,443648,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,6640,36343,36343,36344,36342,36341,36343,36341,36344,36343,36341,36342,36344,897,0,0,0,0,0,0
1997-08-23,1997,8,14,443648,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6642,36344,36344,36342,36343,36345,36341,36342,36342,36341,36345,36343,36342,892,0,0,0,0,0,0
1997-08-24,1997,44,110,443648,0,0,0,0,0,1,1,1,0,1,0,1,3,1,1,2,31,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,13,2,1,8,74,3,0,0,0,0,0,0,0,0,0,0,6658,36343,36344,36340,36341,36344,36343,36342,36344,36344,36341,36342,36341,881,0,0,0,0,0,0
1997-08-25,1997,12,60,443648,0,0,0,0,0,1,1,1,0,1,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,21,7,5,16,0,0,0,0,0,0,0,0,0,0,0,6642,36343,36345,36341,36342,36344,36343,36341,36341,36345,36342,36342,36345,892,0,0,0,0,0,0
1997-08-26,1997,103,319,443648,0,0,0,0,0,1,0,0,1,1,1,0,6,20,13,47,13,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,1,1,3,1,34,84,43,111,29,0,0,0,0,0,0,0,0,0,0,0,6644,36344,36344,36342,36344,36341,36342,36345,36341,36340,36343,36345,36341,892,0,0,0,0,0,0
1997-08-27,1997,9,15,443648,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,6637,36341,36342,36344,36344,36341,36343,36341,36340,36344,36343,36341,36343,904,0,0,0,0,0,0
1997-09-01,1997,15,33,419072,0,0,0,0,0,0,0,1,0,1,0,1,1,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,2,6,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,32068,36342,36345,36342,36342,36344,36343,36340,36342,36341,36343,23580,0,0,0,0,0,0,0
1997-09-02,1997,8,34,419072,0,0,0,0,0,0,0,1,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,1,1,15,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,32076,36344,36342,36340,36344,36343,36341,36341,36342,36344,36343,23572,0,0,0,0,0,0,0
1997-09-11,1997,4,20,395520,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22399,36344,36343,36339,36342,36341,36343,36344,36342,36341,36345,9697,0,0,0,0,0,0,0
1997-09-12,1997,19,135,395520,0,0,0,0,0,0,1,0,3,0,1,1,1,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,20,7,7,6,16,27,12,5,12,0,0,0,0,0,0,0,0,0,0,0,0,22382,36344,36340,36341,36341,36343,36344,36343,36341,36342,36342,9717,0,0,0,0,0,0,0
1997-09-13,1997,12,53,395520,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,1,1,1,6,1,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,22402,36341,36343,36344,36340,36341,36345,36342,36340,36341,36342,9699,0,0,0,0,0,0,0
1997-09-14,1997,9,20,395520,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22406,36343,36344,36342,36343,36343,36341,36343,36344,36341,36342,9688,0,0,0,0,0,0,0
1997-09-15,1997,3,17,395520,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22389,36342,36344,36341,36342,36344,36344,36341,36342,36341,36343,9707,0,0,0,0,0,0,0
1997-09-17,1997,13,44,395520,0,0,0,0,0,0,0,0,0,1,4,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,9,10,6,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,22393,36344,36340,36342,36343,36341,36344,36344,36341,36340,36345,9703,0,0,0,0,0,0,0
1997-09-20,1997,7,35,395520,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,3,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22384,36343,36341,36343,36344,36342,36341,36344,36343,36341,36342,9712,0,0,0,0,0,0,0
1997-09-23,1997,8,29,370944,0,0,0,0,0,0,1,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,5,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12095,36342,36342,36341,36343,36345,36340,36342,36342,36343,31769,0,0,0,0,0,0,0,0
1997-09-24,1997,44,232,370944,0,0,0,0,0,0,5,4,1,3,4,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,41,6,15,20,84,5,13,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12098,36343,36343,36342,36343,36344,36342,36341,36342,36341,31765,0,0,0,0,0,0,0,0
1997-09-25,1997,21,95,370944,0,0,0,0,0,1,1,3,1,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,16,8,7,4,4,4,29,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12113,36342,36344,36342,36340,36344,36344,36341,35877,36342,32215,0,0,0,0,0,0,0,0
1997-09-26,1997,895,1230,370944,0,0,0,0,0,0,889,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1111,40,27,12,7,3,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12081,36343,36344,36343,36343,36340,36341,36344,36344,36340,31781,0,0,0,0,0,0,0,0
1997-10-03,1997,6,25,345344,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,36341,36342,36344,36342,36341,36344,36344,36342,36344,16459,0,0,0,0,0,0,0,0
1997-10-05,1997,7,31,345344,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,2,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,36343,36345,36341,36340,36341,36343,36345,36341,36341,16477,0,0,0,0,0,0,0,0
1997-11-03,1997,818,1316,264448,0,0,0,0,0,0,0,7,1,291,426,19,28,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,449,568,60,90,123,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35096,36341,36341,36342,36343,36341,36343,11301,0,0,0,0,0,0,0,0,0
