date,total_bursts,total_raw_groups,total_samples,bursts_h00,bursts_h01,bursts_h02,bursts_h03,bursts_h04,bursts_h05,bursts_h06,bursts_h07,bursts_h08,bursts_h09,bursts_h10,bursts_h11,bursts_h12,bursts_h13,bursts_h14,bursts_h15,bursts_h16,bursts_h17,bursts_h18,bursts_h19,bursts_h20,bursts_h21,bursts_h22,bursts_h23,raw_h00,raw_h01,raw_h02,raw_h03,raw_h04,raw_h05,raw_h06,raw_h07,raw_h08,raw_h09,raw_h10,raw_h11,raw_h12,raw_h13,raw_h14,raw_h15,raw_h16,raw_h17,raw_h18,raw_h19,raw_h20,raw_h21,raw_h22,raw_h23,samples_h00,samples_h01,samples_h02,samples_h03,samples_h04,samples_h05,samples_h06,samples_h07,samples_h08,samples_h09,samples_h10,samples_h11,samples_h12,samples_h13,samples_h14,samples_h15,samples_h16,samples_h17,samples_h18,samples_h19,samples_h20,samples_h21,samples_h22,samples_h23
2005-01-01,4,13,215999,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28167,35997,36007,36001,36001,35991,7835,0,0,0,0,0,0,0,0,0
2005-01-02,4,21,217809,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28178,35997,35998,35997,36007,35998,9634,0,0,0,0,0,0,0,0,0
2005-01-03,5,9,217808,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28167,35997,36002,36005,35993,36006,9638,0,0,0,0,0,0,0,0,0
2005-01-04,396,530,217811,0,0,0,0,0,0,0,0,0,1,1,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,525,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28179,35998,36000,35998,35997,36009,9630,0,0,0,0,0,0,0,0,0
2005-01-05,2,8,221410,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29980,35996,35997,36007,35996,36005,11429,0,0,0,0,0,0,0,0,0
2005-01-06,2,7,221414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29981,35996,35998,36006,35997,35996,11440,0,0,0,0,0,0,0,0,0
2005-01-07,3,10,223204,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29970,35997,36005,35997,35996,36007,13232,0,0,0,0,0,0,0,0,0
2005-01-08,2,12,223202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29970,35999,35998,35998,35999,36001,13237,0,0,0,0,0,0,0,0,0
2005-01-09,25,67,223210,0,0,0,0,0,0,0,0,18,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29980,36001,35997,35994,36009,36001,13228,0,0,0,0,0,0,0,0,0
2005-01-10,9,24,226800,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31769,36001,35997,36002,36001,36002,15028,0,0,0,0,0,0,0,0,0
2005-01-11,0,7,63008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33579,29429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-12,19,64,167407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6570,36003,35996,35998,36004,16836,0,0,0,0,0,0,0,0,0
2005-01-13,253,484,234008,0,0,0,0,0,0,0,0,9,9,7,18,41,32,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,8,44,78,80,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35372,36007,35994,35997,36006,35993,18639,0,0,0,0,0,0,0,0,0
2005-01-14,323,596,235810,0,0,0,0,0,0,0,0,27,2,58,17,117,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,7,101,26,182,4,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35373,36005,35996,35995,36005,35997,20439,0,0,0,0,0,0,0,0,0
2005-01-15,329,826,235811,0,0,0,0,0,0,0,0,65,67,31,39,18,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,159,115,120,53,18,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35372,36007,35998,36002,36000,35994,20438,0,0,0,0,0,0,0,0,0
2005-01-16,341,612,239408,0,0,0,0,0,0,0,0,71,2,2,7,8,7,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,21,18,35,26,23,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,36008,35996,35997,36006,35994,36007,22230,0,0,0,0,0,0,0,0,0
