date,total_bursts,total_raw_groups,total_samples,bursts_h00,bursts_h01,bursts_h02,bursts_h03,bursts_h04,bursts_h05,bursts_h06,bursts_h07,bursts_h08,bursts_h09,bursts_h10,bursts_h11,bursts_h12,bursts_h13,bursts_h14,bursts_h15,bursts_h16,bursts_h17,bursts_h18,bursts_h19,bursts_h20,bursts_h21,bursts_h22,bursts_h23,raw_h00,raw_h01,raw_h02,raw_h03,raw_h04,raw_h05,raw_h06,raw_h07,raw_h08,raw_h09,raw_h10,raw_h11,raw_h12,raw_h13,raw_h14,raw_h15,raw_h16,raw_h17,raw_h18,raw_h19,raw_h20,raw_h21,raw_h22,raw_h23,samples_h00,samples_h01,samples_h02,samples_h03,samples_h04,samples_h05,samples_h06,samples_h07,samples_h08,samples_h09,samples_h10,samples_h11,samples_h12,samples_h13,samples_h14,samples_h15,samples_h16,samples_h17,samples_h18,samples_h19,samples_h20,samples_h21,samples_h22,samples_h23
2002-01-01,840,1409,280891,0,0,0,0,0,0,0,1,631,3,1,0,0,1,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1072,8,1,1,0,1,324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26349,36013,36026,36014,36016,36024,36015,36023,2411,0,0,0,0,0,0,0,0
2002-01-02,781,1373,280891,0,0,0,0,0,0,0,1,425,0,1,1,0,1,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,770,1,5,4,1,1,589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26352,36013,36026,36015,36023,36015,36015,36023,2409,0,0,0,0,0,0,0,0
2002-01-03,724,1335,280891,0,0,0,0,0,0,0,1,278,1,1,0,0,1,441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,576,1,1,1,1,1,752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26362,36011,36027,36012,36025,36014,36018,36023,2399,0,0,0,0,0,0,0,0
2002-01-04,528,1014,284012,0,0,0,0,0,0,0,1,109,1,0,0,1,0,415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,315,1,1,1,1,1,692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29476,36022,36017,36014,36017,36022,36017,36022,2405,0,0,0,0,0,0,0,0
2002-01-05,407,767,287225,0,0,0,0,0,0,0,0,22,1,0,1,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,1,2,1,1,1,645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29482,36014,36026,36013,36016,36025,36014,36023,5612,0,0,0,0,0,0,0,0
2002-01-07,771,1491,287133,0,0,0,0,0,0,0,0,17,0,0,0,0,1,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,1,1,0,1,1,1369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29471,36015,36025,36014,36025,36014,36016,36022,5531,0,0,0,0,0,0,0,0
2002-01-08,800,1596,287133,0,0,0,0,0,0,0,0,16,0,1,0,0,0,782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,1,1,1,1,1,1469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29463,36015,36025,36013,36019,36019,36018,36023,5538,0,0,0,0,0,0,0,0
2002-01-09,840,1660,290254,0,0,0,0,0,0,0,0,23,0,1,1,0,0,814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,1,1,1,1,1,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29471,36016,36024,36013,36026,36014,36015,36023,8652,0,0,0,0,0,0,0,0
2002-01-10,1026,1791,290254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,1,2,1,1776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29465,36015,36026,36012,36018,36022,36015,36025,8656,0,0,0,0,0,0,0,0
2002-01-13,1137,1999,293375,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29479,36014,36025,36014,36017,36024,36014,36025,11763,0,0,0,0,0,0,0,0
2002-01-14,1279,2359,296496,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32574,36013,36025,36015,36024,36016,36014,36019,11796,0,0,0,0,0,0,0,0
2002-01-15,824,1306,296496,0,0,0,0,0,0,0,1,0,1,1,0,0,1,819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32582,36012,36018,36022,36018,36024,36014,36022,11784,0,0,0,0,0,0,0,0
2002-01-16,1110,1886,299617,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32574,36014,36026,36017,36022,36011,36019,36025,14909,0,0,0,0,0,0,0,0
2002-01-19,1025,1702,302738,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,1,1,1689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32591,36022,36016,36012,36018,36023,36016,36023,18017,0,0,0,0,0,0,0,0
2002-01-20,1206,2078,305859,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,3,1,1,2059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35706,36022,36018,36012,36017,36023,36015,36023,18023,0,0,0,0,0,0,0,0
2002-01-21,1162,2000,305859,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,1,1,2,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35697,36022,36016,36016,36022,36015,36018,36020,18033,0,0,0,0,0,0,0,0
2002-01-22,1075,1921,309071,0,0,0,0,0,0,0,7,0,0,0,1,0,1,1065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,2,6,1,1,1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35710,36014,36025,36013,36026,36014,36016,36023,21230,0,0,0,0,0,0,0,0
2002-01-23,1037,1781,309067,0,0,0,0,0,0,0,13,0,2,3,5,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,8,9,1,1,1716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35707,36024,36014,36024,36015,36016,36025,36014,21228,0,0,0,0,0,0,0,0
2002-01-24,1230,2150,312177,0,0,0,0,0,0,1,110,0,1,0,0,0,0,1117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187,1,1,1,2,1,1,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,36007,36014,36026,36013,36026,36012,36017,36023,21219,0,0,0,0,0,0,0,0
2002-01-25,1251,2244,312168,0,0,0,0,0,0,0,89,0,1,1,1,1,1,1156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,0,1,1,2,4,2,2044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2810,36016,36014,36024,36015,36024,36014,36016,36024,21211,0,0,0,0,0,0,0,0
2002-01-26,738,1428,312191,0,0,0,0,0,0,0,197,0,0,2,1,2,7,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,385,1,1,2,2,6,10,1019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,36010,36015,36023,36015,36024,36015,36015,36025,21219,0,0,0,0,0,0,0,0
2002-01-27,303,614,312188,0,0,0,0,0,0,0,209,0,0,0,2,2,2,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,369,2,0,4,5,8,12,212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,36011,36022,36018,36012,36026,36016,36013,36025,21225,0,0,0,0,0,0,0,0
2002-01-28,328,631,312185,0,0,0,0,0,0,1,282,1,0,0,3,14,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,501,1,1,1,9,25,18,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,36008,36015,36025,36015,36024,36016,36012,36027,21223,0,0,0,0,0,0,0,0
2002-01-29,365,663,312202,0,0,0,0,0,0,0,354,0,1,1,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,628,1,1,1,2,5,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,36005,36017,36024,36018,36022,36015,36014,36024,21233,0,0,0,0,0,0,0,0
2002-01-30,419,776,312160,0,0,0,0,0,0,0,414,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,757,1,1,2,1,4,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2810,36015,36012,36028,36012,36017,36025,36013,36026,21202,0,0,0,0,0,0,0,0
2002-01-31,7993,17087,312176,0,0,0,0,0,0,1,64,0,0,7308,0,433,2,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220,1,1,15645,1,905,6,10,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,36009,36014,36025,36016,36015,36026,36014,36025,21212,0,0,0,0,0,0,0,0
2002-02-02,419,619,312173,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,6,3,1,1,2,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,36010,36015,36024,36014,36026,36014,36015,36024,21211,0,0,0,0,0,0,0,0
2002-02-03,514,837,312194,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,1,1,1,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,36015,36014,36024,36014,36016,36026,36012,36025,21228,0,0,0,0,0,0,0,0
2002-02-04,582,913,312182,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,7,1,1,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,36013,36014,36024,36019,36012,36025,36012,36025,21218,0,0,0,0,0,0,0,0
2002-02-06,21,68,312180,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,6,1,1,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,36009,36013,36027,36013,36024,36015,36016,36017,21216,0,0,0,0,0,0,0,0
2002-02-07,33,85,318190,0,0,0,0,0,0,5,2,3,1,1,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,3,1,1,2,1,25,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8830,36012,36021,36016,36024,36015,36015,36024,36013,21220,0,0,0,0,0,0,0,0
2002-02-08,171,284,324169,0,0,0,0,0,0,0,1,0,1,1,3,2,1,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,5,5,3,1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8810,36010,36023,36015,36013,36026,36018,36014,36021,27219,0,0,0,0,0,0,0,0
2002-02-09,184,347,330185,0,0,0,0,0,0,89,1,1,1,4,1,3,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,3,1,1,7,3,3,2,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14810,36015,36014,36027,36013,36025,36013,36017,36023,27228,0,0,0,0,0,0,0,0
2002-02-10,296,548,336194,0,0,0,0,0,0,43,1,0,1,1,4,2,1,1,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,2,1,1,5,13,2,1,1,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14810,36020,36015,36023,36016,36016,36025,36013,36025,33231,0,0,0,0,0,0,0,0
2002-02-11,161,324,338788,0,0,0,0,0,0,147,1,1,1,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,2,1,1,3,10,4,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17406,36025,36023,36017,36014,36023,36016,36014,36026,33224,0,0,0,0,0,0,0,0
2002-02-12,211,405,342224,0,0,0,0,0,0,112,1,0,0,1,2,0,7,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,3,1,2,1,3,1,11,11,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20828,36017,36022,36015,36014,36025,36015,36017,36022,33249,0,0,0,0,0,0,0,0
2002-02-13,550,909,348201,0,0,0,0,0,0,308,0,0,0,1,0,0,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,2,1,0,1,2,2,6,1,383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20824,36022,36011,36028,36012,36019,36021,36017,36022,36017,3208,0,0,0,0,0,0,0
2002-02-14,314,580,348207,0,0,0,0,0,0,69,0,0,1,1,0,1,1,1,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,1,1,1,2,2,1,11,1,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20813,36021,36021,36012,36025,36022,36014,36016,36024,36014,3225,0,0,0,0,0,0,0
2002-02-15,523,955,350671,0,0,0,0,0,0,54,0,1,2,1,1,0,1,2,393,68,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2,2,3,4,1,3,2,2,699,101,0,0,0,0,0,0,0,0,0,0,0,0,0,23300,36014,36014,36025,36014,36016,36023,36014,36026,36014,3211,0,0,0,0,0,0,0
2002-02-16,229,430,350650,0,0,0,0,0,0,23,0,1,1,0,0,1,1,1,199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,1,2,4,1,1,4,4,331,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23283,36015,36024,36014,36019,36022,36014,36023,36016,36016,3204,0,0,0,0,0,0,0
2002-02-17,812,1483,360213,0,0,0,0,0,0,101,0,0,0,1,0,0,1,1,201,507,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1,1,1,1,1,1,1,1,367,864,0,0,0,0,0,0,0,0,0,0,0,0,0,26834,36014,36023,36017,36012,36018,36025,36015,36023,36014,9218,0,0,0,0,0,0,0
2002-02-18,585,1038,360209,0,0,0,0,0,0,43,0,0,0,0,2,2,1,1,77,459,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,0,2,5,3,3,1,1,139,773,0,0,0,0,0,0,0,0,0,0,0,0,0,26832,36015,36014,36024,36011,36020,36025,36013,36024,36014,9217,0,0,0,0,0,0,0
2002-02-19,323,653,362544,0,0,0,0,0,0,124,0,1,0,1,22,22,11,11,8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1,1,1,1,50,60,26,33,17,189,0,0,0,0,0,0,0,0,0,0,0,0,0,29153,36025,36013,36025,36017,36022,36013,36016,36025,36015,9220,0,0,0,0,0,0,0
2002-02-20,85,204,362547,0,0,0,0,0,0,26,1,0,1,0,8,1,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,1,1,3,13,2,1,3,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,29173,36018,36021,36016,36014,36026,36012,36024,36016,36016,9211,0,0,0,0,0,0,0
2002-02-21,711,1267,372202,0,0,0,0,0,0,81,0,0,0,31,25,5,3,1,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,203,4,2,4,47,44,9,5,1,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,32818,36016,36017,36023,36014,36014,36026,36014,36025,36014,15221,0,0,0,0,0,0,0
2002-02-22,222,403,370667,0,0,0,0,0,0,10,0,0,0,29,18,0,1,1,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,3,60,32,2,1,1,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,31284,36017,36013,36026,36015,36021,36017,36015,36027,36016,15216,0,0,0,0,0,0,0
