date,total_bursts,total_raw_groups,total_samples,bursts_h00,bursts_h01,bursts_h02,bursts_h03,bursts_h04,bursts_h05,bursts_h06,bursts_h07,bursts_h08,bursts_h09,bursts_h10,bursts_h11,bursts_h12,bursts_h13,bursts_h14,bursts_h15,bursts_h16,bursts_h17,bursts_h18,bursts_h19,bursts_h20,bursts_h21,bursts_h22,bursts_h23,raw_h00,raw_h01,raw_h02,raw_h03,raw_h04,raw_h05,raw_h06,raw_h07,raw_h08,raw_h09,raw_h10,raw_h11,raw_h12,raw_h13,raw_h14,raw_h15,raw_h16,raw_h17,raw_h18,raw_h19,raw_h20,raw_h21,raw_h22,raw_h23,samples_h00,samples_h01,samples_h02,samples_h03,samples_h04,samples_h05,samples_h06,samples_h07,samples_h08,samples_h09,samples_h10,samples_h11,samples_h12,samples_h13,samples_h14,samples_h15,samples_h16,samples_h17,samples_h18,samples_h19,samples_h20,samples_h21,samples_h22,samples_h23
1997-02-27,19,158,311552,0,0,0,0,0,0,0,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,1,1,1,1,3,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4839,36341,36344,36345,36341,36342,36345,36343,36341,15971,0,0,0,0,0,0,0,0
1997-02-28,19,160,311552,0,0,0,0,0,0,0,11,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,1,7,1,1,3,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4846,36342,36342,36345,36342,36341,36344,36344,36340,15966,0,0,0,0,0,0,0,0
1997-03-01,13,71,101702,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18144,36342,36344,10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-03-03,18,114,336128,0,0,0,0,0,0,0,10,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,1,5,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18158,36344,36344,36342,36343,36344,36342,36341,36344,27226,0,0,0,0,0,0,0,0
1997-03-04,579,1172,336128,0,0,0,0,0,0,0,18,1,1,1,1,1,1,299,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1,1,1,1,1,3,615,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18149,36344,36343,36340,36344,36344,36341,36340,36341,27242,0,0,0,0,0,0,0,0
1997-03-05,88,253,336128,0,0,0,0,0,0,0,18,0,1,0,31,20,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,1,1,1,61,29,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18139,36343,36344,36343,36342,36343,36345,36341,36342,27246,0,0,0,0,0,0,0,0
1997-04-03,9,58,413952,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,12,2,3,1,1,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25422,36343,36344,36343,36341,36344,36344,36341,36342,36344,36343,25101,0,0,0,0,0,0,0
1997-04-07,917,1231,413948,0,0,0,0,0,0,1,1,1,1,0,0,1,32,832,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,50,1048,123,1,0,0,0,0,0,0,0,0,0,0,0,0,25423,36342,36345,36342,36342,36345,36343,36341,36344,36344,36342,25095,0,0,0,0,0,0,0
1997-04-08,3,7,215296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23837,36342,36344,36343,36342,36343,9745,0,0,0,0,0,0,0
1997-04-15,75,139,440576,0,0,0,0,1,0,63,0,4,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,92,2,16,5,2,1,1,3,7,4,2,1,0,0,0,0,0,0,0,0,0,0,3614,36342,36343,36344,36340,36341,36345,36342,36342,36345,36343,36342,36343,850,0,0,0,0,0,0
