date,total_bursts,total_raw_groups,total_samples,bursts_h00,bursts_h01,bursts_h02,bursts_h03,bursts_h04,bursts_h05,bursts_h06,bursts_h07,bursts_h08,bursts_h09,bursts_h10,bursts_h11,bursts_h12,bursts_h13,bursts_h14,bursts_h15,bursts_h16,bursts_h17,bursts_h18,bursts_h19,bursts_h20,bursts_h21,bursts_h22,bursts_h23,raw_h00,raw_h01,raw_h02,raw_h03,raw_h04,raw_h05,raw_h06,raw_h07,raw_h08,raw_h09,raw_h10,raw_h11,raw_h12,raw_h13,raw_h14,raw_h15,raw_h16,raw_h17,raw_h18,raw_h19,raw_h20,raw_h21,raw_h22,raw_h23,samples_h00,samples_h01,samples_h02,samples_h03,samples_h04,samples_h05,samples_h06,samples_h07,samples_h08,samples_h09,samples_h10,samples_h11,samples_h12,samples_h13,samples_h14,samples_h15,samples_h16,samples_h17,samples_h18,samples_h19,samples_h20,samples_h21,samples_h22,samples_h23
1998-01-01,2,7,213248,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34511,36344,36343,36341,36342,33367,0,0,0,0,0,0,0,0,0,0
1998-01-02,5,12,213248,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34526,36344,36342,36341,36343,33352,0,0,0,0,0,0,0,0,0,0
1998-01-03,2,5,213248,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34517,36341,36344,36343,36340,33363,0,0,0,0,0,0,0,0,0,0
1998-01-04,2,5,213248,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34505,36343,36343,36341,36343,33373,0,0,0,0,0,0,0,0,0,0
1998-01-05,3,5,213248,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34523,36344,36339,36341,36344,33357,0,0,0,0,0,0,0,0,0,0
1998-01-06,3,5,213248,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34500,36342,36344,36341,36340,33381,0,0,0,0,0,0,0,0,0,0
1998-01-31,2,9,239872,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042,36341,36344,36342,36340,36341,36342,15780,0,0,0,0,0,0,0,0,0
1998-02-01,3,8,262400,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15741,36342,36344,36342,36341,36343,36344,28603,0,0,0,0,0,0,0,0,0
1998-02-02,4,10,262400,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15747,36343,36343,36340,36340,36343,36341,28603,0,0,0,0,0,0,0,0,0
1998-02-03,5,7,262400,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15721,36340,36343,36343,36341,35828,36344,29140,0,0,0,0,0,0,0,0,0
1998-02-04,3,7,262400,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15730,36341,36344,36344,36340,36342,36344,28615,0,0,0,0,0,0,0,0,0
1998-02-05,1,7,210176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15739,36341,36344,36340,36341,36342,12729,0,0,0,0,0,0,0,0,0,0
1998-02-06,2,7,262400,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15741,36340,36344,36343,36341,36342,36344,28605,0,0,0,0,0,0,0,0,0
1998-02-16,14,121,286976,0,0,0,0,0,0,0,3,0,0,4,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,16,25,5,14,24,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25857,36342,36344,36342,36341,36343,36341,36341,6725,0,0,0,0,0,0,0,0
1998-02-17,15,129,286976,0,0,0,0,0,0,0,5,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,36,18,7,8,8,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28455,36344,36343,36341,36343,36343,36338,36341,4128,0,0,0,0,0,0,0,0
1998-02-18,244,634,286976,0,0,0,0,0,0,0,1,1,61,3,6,159,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,186,25,21,306,46,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28467,36341,36341,36343,36344,36341,36341,36344,4114,0,0,0,0,0,0,0,0
1998-02-19,6,50,286976,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,1,4,2,4,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28465,36344,36342,36341,36343,36344,36340,36339,4118,0,0,0,0,0,0,0,0
1998-02-20,5,52,286976,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,5,3,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28463,36342,36343,36343,36340,36344,36342,36341,4118,0,0,0,0,0,0,0,0
1998-02-21,14,103,311552,0,0,0,0,0,0,0,4,3,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,3,1,1,5,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4830,36344,36343,36341,36342,36344,36342,36341,36343,15982,0,0,0,0,0,0,0,0
1998-02-22,9,71,311552,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,4,2,1,1,3,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838,36342,36344,36341,36340,36342,36343,36344,36341,15977,0,0,0,0,0,0,0,0
